Prices,Reviews,urls,Brand,Processor_Type,RAM_Size,Storage_Capacity,Storage_Type,Screen_Size_Inches,Operating_System,Processor_Generation
23750,4,https://www.flipkart.com/hp-255-g8-silver-amd-ryzen-5-hexa-core-5500u-8-gb-256-gb-ssd-windows-11-home-business-laptop/p/itmaeab3e70c465d?pid=COMGSBV525WTGEGP&lid=LSTCOMGSBV525WTGEGPVBHPPX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_691&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMGSBV525WTGEGP.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,256 GB,SSD,15.6,Windows 11,Not Available
57999,4.3,https://www.flipkart.com/lenovo-ideapad-5-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-14irh9-2-1-laptop/p/itm0d1ffafece259?pid=COMH44PGW8HCAEFU&lid=LSTCOMH44PGW8HCAEFUZ5C5CP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_692&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMH44PGW8HCAEFU.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5X RAM,512 GB,SSD,14.0,Windows 11,13th Gen
73190,4.3,https://www.flipkart.com/infinix-intel-core-i7-10th-gen-1065g7-8-gb-512-gb-ssd-windows-11-home-128-mb-graphics-xl21-thin-light-laptop/p/itm16234aa3afdfa?pid=COMGQHVMZYZ3TFNS&lid=LSTCOMGQHVMZYZ3TFNSJ4AMYR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_693&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMGQHVMZYZ3TFNS.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,Infinix,Intel Core i7,8 GB LPDDR4X RAM,512 GB,SSD,14.0,Windows 11,10th Gen
42990,3.9,https://www.flipkart.com/hp-14s-intel-pentium-quad-core-n6000-8-gb-512-gb-ssd-windows-11-home-14s-dr3003tu-thin-light-laptop/p/itm9dd5b1aafbe1f?pid=COMGU8XQCSH3WGFQ&lid=LSTCOMGU8XQCSH3WGFQWQZBTC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_694&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMGU8XQCSH3WGFQ.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,HP,Intel Pentium Quad,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
48990,4.1,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-15-fb0108ax-gaming-laptop/p/itmb91ad6452b1c7?pid=COMGRNGYYEX6Q6BZ&lid=LSTCOMGRNGYYEX6Q6BZL73X0L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_695&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMGRNGYYEX6Q6BZ.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
59839,4,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-ips-ai-pc-intel-core-ultra-125h-16-gb-512-gb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm089031723a8df?pid=COMHYXV9PVH3CHZY&lid=LSTCOMHYXV9PVH3CHZYNLNSHT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_29_696&otracker=search&otracker1=search&fm=Search&iid=7aae8886-23c2-494c-b390-067bcee56595.COMHYXV9PVH3CHZY.SEARCH&ppt=sp&ppn=sp&ssid=odnkdy2pkw0000001744324354660&qH=312f91285e048e09,Lenovo,Intel Core Ultra,16 GB LPDDR5X RAM,512 GB,SSD,14.0,Windows 11,Not Available
40500,4.3,https://www.flipkart.com/msi-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-modern-14-c12mo-1299in-business-laptop/p/itm8820edd8b6c55?pid=COMH3YTFHZ3D6Y9S&lid=LSTCOMH3YTFHZ3D6Y9SGFST5O&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_697&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMH3YTFHZ3D6Y9S.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,MSI,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
45750,4.1,https://www.flipkart.com/dell-inspiron-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMG9NYD3C9ZVGPX&lid=LSTCOMG9NYD3C9ZVGPX6B8EZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_698&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMG9NYD3C9ZVGPX.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,11th Gen
58500,4.3,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-inspiron-3000-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMGAD2B4QMZTWKB&lid=LSTCOMGAD2B4QMZTWKBLSB4SW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_699&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGAD2B4QMZTWKB.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,DELL,Intel OptaneIntel Core,8 GB DDR4 RAM,256GB,SSD,14.9,Windows 11,11th Gen
45990,4,https://www.flipkart.com/dell-inspiron-amd-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itm108ece6bfe39a?pid=COMGF3B75NKJGJNF&lid=LSTCOMGF3B75NKJGJNFFLPWEK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_700&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGF3B75NKJGJNF.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,DELL,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
99900,5,https://www.flipkart.com/hp-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5186tu-thin-light-laptop/p/itmae9a067923020?pid=COMHYZAZG9F9Z6HQ&lid=LSTCOMHYZAZG9F9Z6HQMMVHII&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_701&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMHYZAZG9F9Z6HQ.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
46480,4.1,https://www.flipkart.com/hp-pavilion-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-15-eh2047au-thin-light-laptop/p/itmd03cc8dd8cb0e?pid=COMGYZVFHXQMCNRU&lid=LSTCOMGYZVFHXQMCNRULF6MZQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_702&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGYZVFHXQMCNRU.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
107190,3.7,https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-15s-fq2075tu-thin-light-laptop/p/itmdce6afa2e1b0d?pid=COMGYSSUJMGPVDHF&lid=LSTCOMGYSSUJMGPVDHFNVZQQQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_703&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGYSSUJMGPVDHF.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,256 GB,SSD,15.6,Windows 11,11th Gen
53999,4.3,https://www.flipkart.com/apple-macbook-air-m4-16-gb-256-gb-ssd-macos-sequoia-mw0y3hn-a/p/itmad81d112ad068?pid=COMH9ZWQXZHDDRGZ&lid=LSTCOMH9ZWQXZHDDRGZAMRGTN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_704&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMH9ZWQXZHDDRGZ.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Apple,Not Available,Not Available,256 GB,SSD,13.6,Not Available,Not Available
42890,4,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14s-fq1092au-thin-light-laptop/p/itm4e62c3eb74f7b?pid=COMGAX8EYBZZDXY6&lid=LSTCOMGAX8EYBZZDXY6Y627NZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_705&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGAX8EYBZZDXY6.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
48999,4.2,https://www.flipkart.com/lenovo-yoga-slim-7-wuxga-oled-ai-pc-intel-core-ultra-155h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm77304edff3814?pid=COMGXMY5HUH8RERC&lid=LSTCOMGXMY5HUH8RERCHLQASO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_706&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGXMY5HUH8RERC.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Lenovo,Intel Core Ultra,32 GB LPDDR5X RAM,1 TB,SSD,14.0,Windows 11,Not Available
119990,4.5,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-intel-integrated-nvidia-geforce-rtx-2050-laptop-gpu-4-gddr6-dedicated-15-fa1124tx-gaming/p/itm12155252a3140?pid=COMGU8FMCEYUMYBB&lid=LSTCOMGU8FMCEYUMYBB1P6CA0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_707&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGU8FMCEYUMYBB.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
29999,4,https://www.flipkart.com/acer-aspire-7-intel-core-i5-10th-gen-10300h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-a715-75g-50ta-a715-75g-41g-a715-75g-52aa-gaming-laptop/p/itm46034d1af5b73?pid=COMG2KBG2K4GFFF7&lid=LSTCOMG2KBG2K4GFFF7SVOZBN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_708&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMG2KBG2K4GFFF7.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Acer,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,10th Gen
93990,4.2,https://www.flipkart.com/hp-pavilion-15-2024-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-15-eh3036au-thin-light-laptop/p/itmd03cc8dd8cb0e?pid=COMGYAM9HYBHHNJ3&lid=LSTCOMGYAM9HYBHHNJ3IEDAOI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_709&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGYAM9HYBHHNJ3.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
99990,4.3,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-intel-evo-h-series-ai-pc-core-ultra-9-185h-16-gb-1-tb-ssd-windows-11-home-s5506ma-ma952ws-thin-light-laptop/p/itmd459f255adcc2?pid=COMHYYZNZHP4ZWVY&lid=LSTCOMHYYZNZHP4ZWVYPS7YQE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_710&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMHYYZNZHP4ZWVY.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,ASUS,Intel Core Ultra,16 GB LPDDR5X RAM,1 TB,SSD,15.6,Windows 11,Not Available
79990,3.5,https://www.flipkart.com/acer-extensa-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-ex215-23-notebook/p/itm40e593d3ea893?pid=COMGMXKHJWDAXEWJ&lid=LSTCOMGMXKHJWDAXEWJP7NGPF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_711&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGMXKHJWDAXEWJ.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Acer,AMD Ryzen 5,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
38990,4.4,https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1321tx-gaming-laptop/p/itm7a5617d4d7ce2?pid=COMHFR4FYPGWT7W5&lid=LSTCOMHFR4FYPGWT7W5ITLDCB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_712&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMHFR4FYPGWT7W5.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,Intel Core i7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
43990,4.3,https://www.flipkart.com/asus-zenbook-a14-oled-2025-copilot-pc-office-2024-m365-basic-ai-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-ux3407qa-qd259ws-thin-light-laptop/p/itm7d82cad4d12b8?pid=COMH9499ZVZTWRCH&lid=LSTCOMH9499ZVZTWRCHXTC5ZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_713&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMH9499ZVZTWRCH.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,ASUS,Not Available,16 GB LPDDR5X RAM,512 GB,SSD,14.0,Windows 11,Not Available
50999,4.3,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050a-15-fa1388tx-gaming-laptop/p/itm9c378a535906f?pid=COMH2DYZHMHZ5UPG&lid=LSTCOMH2DYZHMHZ5UPGPKFMXV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_714&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMH2DYZHMHZ5UPG.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,HP,Intel Core i5,16 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,12th Gen
43990,3.7,https://www.flipkart.com/asus-x512fa-intel-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x512fa-ej372t-laptop/p/itm843b19ebf1090?pid=COMFP8HRFGZYYMEA&lid=LSTCOMFP8HRFGZYYMEA79RA24&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_715&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMFP8HRFGZYYMEA.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,ASUS,Intel Core i3,4 GB DDR4 RAM,512 GB,SSD,15.6,Windows 10,10th Gen
36990,4.1,https://www.flipkart.com/dell-inspiron-3530-intel-core-i3-13th-gen-1305u-8-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm40c2ea895fc09?pid=COMGTE3FNM5QVW3X&lid=LSTCOMGTE3FNM5QVW3X0TSGQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_716&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGTE3FNM5QVW3X.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,13th Gen
53000,4,https://www.flipkart.com/msi-modern-14-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-c13m-435in-thin-light-laptop/p/itm369c13c116a09?pid=COMGMV6VGGGHGU5T&lid=LSTCOMGMV6VGGGHGU5T1BQNCS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_717&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGMV6VGGGHGU5T.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,MSI,Intel Core i7,16 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,13th Gen
36990,4.2,https://www.flipkart.com/lenovo-v-15-2025-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8a5bab8986d9b?pid=COMH9XX33GMPCGVT&lid=LSTCOMH9XX33GMPCGVTPXH0GL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_718&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMH9XX33GMPCGVT.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
53000,4.5,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4SDJY2S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_719&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMG9NYDK7VGYKU4.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,256GB,SSD,15.6,Windows 11,11th Gen
137990,3.8,https://www.flipkart.com/lenovo-thinkpad-e14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-tp-gen-thin-light-laptop/p/itmbbd4542d7f75b?pid=COMGQRD7JGPZMFMD&lid=LSTCOMGQRD7JGPZMFMDRGKMJN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_30_720&otracker=search&otracker1=search&fm=Search&iid=f711881b-978c-469a-8ef7-763731c9d94e.COMGQRD7JGPZMFMD.SEARCH&ppt=sp&ppn=sp&ssid=vkpdb0b2lc0000001744324355866&qH=312f91285e048e09,Lenovo,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
58990,4.3,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmf8176c4bff1f7?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4SDJY2S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_721&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMG9NYDK7VGYKU4.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,256GB,SSD,15.6,Windows 11,11th Gen
78900,3,https://www.flipkart.com/lenovo-thinkpad-e14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-tp-gen-thin-light-laptop/p/itmbbd4542d7f75b?pid=COMGQRD7JGPZMFMD&lid=LSTCOMGQRD7JGPZMFMDRGKMJN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_722&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMGQRD7JGPZMFMD.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,Lenovo,AMD Ryzen 5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,Not Available
71990,4.2,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-9-octa-core-8945h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-fa507ui-lp066ws-laptop/p/itmc24095b76dd1c?pid=COMGZW3F57BZCGQC&lid=LSTCOMGZW3F57BZCGQC0VBADM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_723&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMGZW3F57BZCGQC.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,ASUS,AMD Ryzen 9,16 GB DDR5 RAM,1 TB,SSD,15.6,Windows 11,Not Available
32990,4.4,https://www.flipkart.com/hp-victus-gaming-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1372tx-laptop/p/itm7a5617d4d7ce2?pid=COMHYWTXVUXZMMGM&lid=LSTCOMHYWTXVUXZMMGMTXRKTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_724&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMHYWTXVUXZMMGM.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,HP,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
27990,4.4,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-6600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-16-e1062ax-gaming-laptop/p/itm86ca62161fd3f?pid=COMGFA5FCNKUTPHG&lid=LSTCOMGFA5FCNKUTPHGMTIPBV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_725&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMGFA5FCNKUTPHG.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB DDR5 RAM,512 GB,SSD,16.1,Windows 11,Not Available
54999,4.4,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566nc-hn083w-laptop/p/itma4f834884f6b1?pid=COMH2QJG2QSQPAY2&lid=LSTCOMH2QJG2QSQPAY2VXEHUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_726&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMH2QJG2QSQPAY2.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,ASUS,AMD Ryzen 5,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
41990,4.6,https://www.flipkart.com/acer-aspire-3-amd-ryzen-5-quad-core-2500u-4-gb-1-tb-hdd-windows-10-home-a315-41-a315-41g-a315-41-r45r-laptop/p/itm2dd601442f5f9?pid=COMFCFWGQPXKUHXS&lid=LSTCOMFCFWGQPXKUHXSCRR8J2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_727&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMFCFWGQPXKUHXS.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,Acer,AMD Ryzen 5,4 GB DDR4 RAM,1 TB,HDD,15.6,Windows 10,Not Available
57290,4.5,https://www.flipkart.com/hp-g9-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-dos-841w6pa-thin-light-laptop/p/itmffac8a2b263c2?pid=COMGSYYSWMSN2N2Z&lid=LSTCOMGSYYSWMSN2N2ZRLAATC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_31_728&otracker=search&otracker1=search&fm=Search&iid=46f8c600-f75a-430d-ae4d-b326d5f3fa9c.COMGSYYSWMSN2N2Z.SEARCH&ppt=sp&ppn=sp&ssid=uvjbd3oi5c0000001744324357021&qH=312f91285e048e09,HP,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.6,Not Available,Not Available
