Prices,Reviews,urls,Brand,Processor_Type,RAM_Size,Storage_Capacity,Storage_Type,Screen_Size_Inches,Operating_System,Processor_Generation
45990,4.1,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-new-laptop-thin-light/p/itm23d84e15561c4?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBDFGBW0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_183&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMGJ75HN66KHZYB.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
28990,4,https://www.flipkart.com/msi-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-modern-14-c12mo-1205in-thin-light-laptop/p/itmb82466e1d1ca2?pid=COMH6C4KVZZPYZNM&lid=LSTCOMH6C4KVZZPYZNMS1JW2M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_184&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH6C4KVZZPYZNM.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,MSI,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
57990,4.3,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_185&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMGZUYDYPUZAAXD.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,SAMSUNG,Intel Core i7,16 GB LPDDR4X RAM,512 GB,SSD,15.6,Windows 11,13th Gen
64990,4,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-pc-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_186&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH4N9CZ7JKPQQC.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,Lenovo,Not Available,16 GB LPDDR5X RAM,1 TB,SSD,14.0,Windows 11,Not Available
35900,4.3,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-itl-g2-thin-light-laptop/p/itm330ccb4eab074?pid=COMG6VRPCDUFX6X4&lid=LSTCOMG6VRPCDUFX6X4KK4QFL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_187&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMG6VRPCDUFX6X4.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,Lenovo,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
47990,4.2,https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm7ecd736658657?pid=COMH3G96HYWQH8RT&lid=LSTCOMH3G96HYWQH8RTC57SWT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_188&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH3G96HYWQH8RT.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,Lenovo,AMD Ryzen 7,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
55490,4.1,https://www.flipkart.com/dell-inspiron-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-hdd-512-ssd-windows-11-home-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH88MJXJTQSN8B&lid=LSTCOMH88MJXJTQSN8BXIPXBF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_189&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH88MJXJTQSN8B.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,DELL,Intel Core i5,16 GB DDR4 RAM,512 GB,HDD,15.6,Windows 11,13th Gen
34990,4.1,https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9MT3HWTYP8UY&lid=LSTCOMH9MT3HWTYP8UYKOMRRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_190&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH9MT3HWTYP8UY.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,HP,Intel Core i3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
34490,4.3,https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itm8b3f045df43be?pid=COMH9MTAXPHXKQTW&lid=LSTCOMH9MTAXPHXKQTWJPGLKC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_191&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMH9MTAXPHXKQTW.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
64990,4.2,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn075w-laptop/p/itm10514ecd2a794?pid=COMHFT2NY5V7RCMK&lid=LSTCOMHFT2NY5V7RCMKJW0ZPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_192&otracker=search&otracker1=search&fm=Search&iid=1b855b6d-3276-4605-9876-5bf09e29d314.COMHFT2NY5V7RCMK.SEARCH&ppt=sp&ppn=sp&ssid=70w6ecvnq80000001744324323015&qH=312f91285e048e09,ASUS,AMD Ryzen 7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
38990,4.3,https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmd28733993c713?pid=COMGWWBRSAFMWR3W&lid=LSTCOMGWWBRSAFMWR3WJIBRUX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_193&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGWWBRSAFMWR3W.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Infinix,Intel Core i5,16 GB LPDDR4X RAM,512 GB,SSD,16.0,Windows 11,13th Gen
90690,4.2,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMGYSFG7JNFXNM9&lid=LSTCOMGYSFG7JNFXNM9NT4T6Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_194&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGYSFG7JNFXNM9.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
36880,4.2,https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPDTWUSR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_195&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGWFY5XBAQKMGP.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
38380,4.1,https://www.flipkart.com/hp-intel-core-n-12th-gen-8-gb-512-gb-ssd-windows-11-home-14-ep0068tu-laptop/p/itm033a2153736a2?pid=COMH4ZSX3FFZSHSH&lid=LSTCOMH4ZSX3FFZSHSHGQTSDO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_196&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH4ZSX3FFZSHSH.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,HP,Intel Core N,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
95190,4.2,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMHYXV9XKAYQFB8&lid=LSTCOMHYXV9XKAYQFB8LRM3G5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHYXV9XKAYQFB8.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i7,24 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
29466,4.3,https://www.flipkart.com/hp-laptop-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2212au-thin-light/p/itmd82eb9bd7fabe?pid=COMGHAGN3U9FJH39&lid=LSTCOMGHAGN3U9FJH39W4QNNA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_198&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGHAGN3U9FJH39.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,HP,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.5,Windows 11,Not Available
58990,4.2,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn259w-laptop/p/itm10514ecd2a794?pid=COMHFT2NEWGYDWAV&lid=LSTCOMHFT2NEWGYDWAVPS8GCS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_199&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHFT2NEWGYDWAV.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,ASUS,AMD Ryzen 7,16 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,Not Available
58890,4.2,https://www.flipkart.com/lenovo-intel-core-i5-13th-gen-16-gb-512-gb-ssd-windows-11-pro-tb-15-g6-laptop/p/itm398ee21dc3c0e?pid=COMH4U6C6ZAFFDTH&lid=LSTCOMH4U6C6ZAFFDTHMIIZXX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_200&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH4U6C6ZAFFDTH.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB DDR5 RAM,512 GB,SSD,16.0,Windows 11,13th Gen
36299,4.2,https://www.flipkart.com/lenovo-v14-intel-core-i5-11th-gen-1135g7-8-gb-256-gb-ssd-windows-10-thin-light-laptop/p/itm330ccb4eab074?pid=COMG6GHZHQEWYZUY&lid=LSTCOMG6GHZHQEWYZUYZOP6PL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_201&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMG6GHZHQEWYZUY.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i5,8 GB DDR4 RAM,256 GB,SSD,14.0,Windows 10,11th Gen
40990,4.1,https://www.flipkart.com/hp-laptop-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0186tu-thin-light/p/itm4fc6159aa1303?pid=COMHY9G672HKDZHB&lid=LSTCOMHY9G672HKDZHB92AOD1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_202&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHY9G672HKDZHB.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
44990,4.1,https://www.flipkart.com/dell-vostro-3520-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm68eb02f2bb17d?pid=COMH8EPFD8X9WXDZ&lid=LSTCOMH8EPFD8X9WXDZNC7PB1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_203&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH8EPFD8X9WXDZ.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
48000,4.3,https://www.flipkart.com/lenovo-thinkpad-e14-gen-5-intel-core-i3-13th-8-gb-512-gb-ssd-8-emmc-storage-dos-8-graphics-21jks12v00-laptop/p/itmba41ecb80a484?pid=COMH9ZE8UQNTPQRR&lid=LSTCOMH9ZE8UQNTPQRREPF5FY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_204&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH9ZE8UQNTPQRR.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,14.0,Not Available,13th Gen
31100,4,https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-n305-8-gb-512-gb-ssd-windows-11-home-a324-31-thin-light-laptop/p/itmaae9e8cc612cb?pid=COMH2EBZQVCFKU7T&lid=LSTCOMH2EBZQVCFKU7TXDXRGH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_205&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH2EBZQVCFKU7T.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Acer,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
30880,4.6,https://www.flipkart.com/dell-latitude-3540-2024-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-pro-business-laptop/p/itm7f265faf0871e?pid=COMH5G782C9SZAKT&lid=LSTCOMH5G782C9SZAKTTVACVR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_206&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH5G782C9SZAKT.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
38990,4.3,https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmf0f9170b3ca9f?pid=COMGWWDHGV7EK2ES&lid=LSTCOMGWWDHGV7EK2ESKLAVKQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_207&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGWWDHGV7EK2ES.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Infinix,Intel Core i5,16 GB LPDDR4X RAM,512 GB,SSD,16.0,Windows 11,13th Gen
31800,4.3,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7th-gen-8-gb-512-gb-ssd-windows-11-pro-245-g10-laptop/p/itmb5cef80feed7b?pid=COMH65ZRMV7GBVHQ&q=laptop&store=6bo%2Fb5g&srno=s_9_208&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH65ZRMV7GBVHQ.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,HP,AMD Ryzen 5,8 GB LPDDR4 RAM,512 GB,SSD,14.0,Windows 11,7th Gen
50880,4,https://www.flipkart.com/hp-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-pro-250-g8-laptop/p/itm4bea4ae5c4254?pid=COMGACFGEDPUANCQ&lid=LSTCOMGACFGEDPUANCQTP8ZLZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_209&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGACFGEDPUANCQ.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,HP,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,11th Gen
42990,4.2,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMHYGBZZNWXZXZE&lid=LSTCOMHYGBZZNWXZXZEWCXLHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_210&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHYGBZZNWXZXZE.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,DELL,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
27990,4.3,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24R8TSWYSVP&lid=LSTCOMHY24R8TSWYSVPQGEAFO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_211&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHY24R8TSWYSVP.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Acer,Intel Core i5,8 GB DDR4 RAM,512 GB,SSD,14.0,Windows 11,12th Gen
50090,4.3,https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_212&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH397X2KJ8XCHR.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Acer,AMD Ryzen 3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
26990,4.2,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMH44PGGQEJWKVN&lid=LSTCOMH44PGGQEJWKVNEHM4E2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_213&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMH44PGGQEJWKVN.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i5,8 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
114990,4.2,https://www.flipkart.com/asus-vivobook-go-15-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-11-home-e510ma-ej021ws-thin-light-laptop/p/itmb3ef24bd3345c?pid=COMGZKHQVQ8S8KQM&lid=LSTCOMGZKHQVQ8S8KQMEMSETS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_214&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGZKHQVQ8S8KQM.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,ASUS,Intel Celeron Dual,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
100190,4.8,https://www.flipkart.com/lenovo-loq-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMGYSFGAJNPNDQK&lid=LSTCOMGYSFGAJNPNDQKXIBPA5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_215&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMGYSFGAJNPNDQK.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i7,16 GB DDR5 RAM,1 TB,SSD,15.6,Windows 11,14th Gen
32990,4.8,https://www.flipkart.com/lenovo-loq-intel-core-i7-13th-gen-13650hx-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15irx9-gaming-laptop/p/itme3e94a3f73f71?pid=COMHYXV9QNDKU8KM&lid=LSTCOMHYXV9QNDKU8KMCXUULT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_216&otracker=search&otracker1=search&fm=Search&iid=d11d9827-f625-4fa7-9073-6907583ddd37.COMHYXV9QNDKU8KM.SEARCH&ppt=sp&ppn=sp&ssid=tsdretuxdc0000001744324325451&qH=312f91285e048e09,Lenovo,Intel Core i7,24 GB DDR5 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
35990,4.2,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-b12mo-612in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGT7MCYFJX&lid=LSTCOMGYSFGT7MCYFJXIDLSMH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_217&otracker=search&otracker1=search&fm=Search&iid=d6e7987b-cc4d-42a4-b334-44224131a78c.COMGYSFGT7MCYFJX.SEARCH&ppt=sp&ppn=sp&ssid=qs70oh8heo0000001744324327570&qH=312f91285e048e09,MSI,Intel Core i3,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,12th Gen
37490,4.6,https://www.flipkart.com/acer-aspire-lite-multicolor-backlit-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMGXPH6V5PZNMWU&lid=LSTCOMGXPH6V5PZNMWUALJFDH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_218&otracker=search&otracker1=search&fm=Search&iid=d6e7987b-cc4d-42a4-b334-44224131a78c.COMGXPH6V5PZNMWU.SEARCH&ppt=sp&ppn=sp&ssid=qs70oh8heo0000001744324327570&qH=312f91285e048e09,Acer,AMD Ryzen 5,16 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,Not Available
57090,4.2,https://www.flipkart.com/dell-mso-2024-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH7ZE6HHRCSSFQ&lid=LSTCOMH7ZE6HHRCSSFQRA3UVM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&otracker1=search&fm=Search&iid=d6e7987b-cc4d-42a4-b334-44224131a78c.COMH7ZE6HHRCSSFQ.SEARCH&ppt=sp&ppn=sp&ssid=qs70oh8heo0000001744324327570&qH=312f91285e048e09,DELL,Intel Core i3,8 GB DDR4 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
52990,4.1,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&otracker1=search&fm=Search&iid=d6e7987b-cc4d-42a4-b334-44224131a78c.COMGVQ2YB9SU8KMF.SEARCH&ppt=sp&ppn=sp&ssid=qs70oh8heo0000001744324327570&qH=312f91285e048e09,Lenovo,Intel Core i5,16 GB LPDDR5 RAM,512 GB,SSD,15.6,Windows 11,13th Gen
59480,4.3,https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-b12mo-815in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGGFGVCRWY&lid=LSTCOMGYSFGGFGVCRWYZ6TUZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&otracker1=search&fm=Search&iid=d6e7987b-cc4d-42a4-b334-44224131a78c.COMGYSFGGFGVCRWY.SEARCH&ppt=sp&ppn=sp&ssid=qs70oh8heo0000001744324327570&qH=312f91285e048e09,MSI,Intel Core i7,16 GB DDR4 RAM,1 TB,SSD,15.6,Windows 11,12th Gen
